id,accession_name,brix_percent,apparent_purity_percent,tiller_number,query_used,sra_uid_count,sra_uids,chosen_uid,srx,srr,srp,prjna,srs,samn,library_name,organism,instrument,title
ss_277,hainan92-47,13.79,49.07,7.666666667,PRJNA1303125 library_name=Ss_277,1,40443107,40443107,SRX30301113,SRR35197267,SRP608715,PRJNA1303125,SRS26349387,SAMN50497221,Ss_277,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_278,Thailand	S.SP98T-266,11.49,18.87,5,PRJNA1303125 library_name=Ss_278,1,40211279,40211279,SRX30096638,SRR34977614,SRP608715,PRJNA1303125,SRS26161445,SAMN50497222,Ss_278,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_279,fujian89-Ⅰ-19,12.14,28.47897,13.33333333,PRJNA1303125 library_name=Ss_279,1,40443109,40443109,SRX30301115,SRR35197265,SRP608715,PRJNA1303125,SRS26349389,SAMN50497223,Ss_279,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_280,guangxi87-51,16.45333333,41.2657658,6.666666667,PRJNA1303125 library_name=Ss_280,1,40211290,40211290,SRX30096649,SRR34977603,SRP608715,PRJNA1303125,SRS26161456,SAMN50497224,Ss_280,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_281,guangxige-3,16.54666667,48.07843272,7.333333333,PRJNA1303125 library_name=Ss_281,1,40443110,40443110,SRX30301116,SRR35197264,SRP608715,PRJNA1303125,SRS26349390,SAMN50497225,Ss_281,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_282,guangxi85-13,12.71333333,28.09,7,PRJNA1303125 library_name=Ss_282,1,40211301,40211301,SRX30096660,SRR34977592,SRP608715,PRJNA1303125,SRS26161467,SAMN50497226,Ss_282,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_283,guangxi87-53,18.78666667,42.86518275,14.33333333,PRJNA1303125 library_name=Ss_283,1,40443111,40443111,SRX30301117,SRR35197263,SRP608715,PRJNA1303125,SRS26349391,SAMN50497227,Ss_283,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_284,guangxi92-1,16.22666667,35.09789852,9.333333333,PRJNA1303125 library_name=Ss_284,1,40211312,40211312,SRX30096671,SRR34977581,SRP608715,PRJNA1303125,SRS26161478,SAMN50497228,Ss_284,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_285,guangxi83-25,15.82,42.89,8.333333333,PRJNA1303125 library_name=Ss_285,1,40443112,40443112,SRX30301118,SRR35197262,SRP608715,PRJNA1303125,SRS26349392,SAMN50497229,Ss_285,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_286,guangdong-80,16.18,41.88,9,PRJNA1303125 library_name=Ss_286,1,40211209,40211209,SRX30096568,SRR34977685,SRP608715,PRJNA1303125,SRS26161375,SAMN50497230,Ss_286,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_287,sichuanzizhong-2,17.73,37.43,9.333333333,PRJNA1303125 library_name=Ss_287,1,40211323,40211323,SRX30096682,SRR34977570,SRP608715,PRJNA1303125,SRS26161489,SAMN50497231,Ss_287,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_288,yunnan82-63,12.17,27.37,6.333333333,PRJNA1303125 library_name=Ss_288,1,40443113,40443113,SRX30301119,SRR35197261,SRP608715,PRJNA1303125,SRS26349393,SAMN50497232,Ss_288,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_289,yunnan82-65,13.99,29.46,12,PRJNA1303125 library_name=Ss_289,1,40211175,40211175,SRX30096534,SRR34977719,SRP608715,PRJNA1303125,SRS26161341,SAMN50497233,Ss_289,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_290,yunnan82-16,15.65,40.09,7,PRJNA1303125 library_name=Ss_290,1,40443114,40443114,SRX30301120,SRR35197260,SRP608715,PRJNA1303125,SRS26349394,SAMN50497234,Ss_290,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_291,guangxi87-16,13.65333333,40.54476563,6,PRJNA1303125 library_name=Ss_291,1,40211186,40211186,SRX30096545,SRR34977708,SRP608715,PRJNA1303125,SRS26161352,SAMN50497235,Ss_291,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_292,hainan92-32,17.27333,52.75046,7.666666667,PRJNA1303125 library_name=Ss_292,1,40443115,40443115,SRX30301121,SRR35197259,SRP608715,PRJNA1303125,SRS26349395,SAMN50497236,Ss_292,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_293,guangxi87-46,10.45333333,9.332018495,5,PRJNA1303125 library_name=Ss_293,1,40443116,40443116,SRX30301122,SRR35197258,SRP608715,PRJNA1303125,SRS26349396,SAMN50497237,Ss_293,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_294,guangxi87-21,18.57333333,60.38360912,6.333333333,PRJNA1303125 library_name=Ss_294,1,40443117,40443117,SRX30301123,SRR35197257,SRP608715,PRJNA1303125,SRS26349397,SAMN50497238,Ss_294,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_300,sichuan79-Ⅱ-1,20.98,53.84,9.333333333,PRJNA1303125 library_name=Ss_300,1,40443118,40443118,SRX30301124,SRR35197256,SRP608715,PRJNA1303125,SRS26349400,SAMN50497244,Ss_300,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
